"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-11","5.82",",,W",,,"0.20",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","64",",,W","53",",,W","  340",",,W","  340",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-12","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","65",",,W","48",",,W","  160",",,W","  170",",,W","15.0",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-13","5.59",",,W",,,"0.18",",,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","55",",,W","43",",,W","  190",",,W","  150",",,W","10.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-14","6.93",",,W",,,"0.20",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","72",",,W","44",",,W","  340",",,W","  350",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-15","14.76",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","57","H,,S","69",",,W","47",",,W","  330",",,W","  340",",,W","25.9",",,W","36.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-16","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","78",",,W","36",",,W","  330",",,W","  330",",,W","21.0",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-17","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","75",",,W","38",",,W","  330",",,W","  340",",,W","25.9",",,W","34.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-18","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","62",",,W","45",",,W","  330",",,W","  350",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-19","5.59",",,W",,,"0.22",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","51",",,W","40",",,W","  170",",,W","  140",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-20","6.93",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","63",",,W","40",",,W","  340",",,W","  360",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-21","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","68",",,W","47",",,W","  340",",,W","  330",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-22","4.47",",,W",,,"0.19",",,W,2400","0.0",",,W,","0.0",",,W,","57","H,,S","65",",,W","50",",,W","  190",",,W","  200",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-23","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","66",",,W","48",",,W","  150",",,W","  140",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-24","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","69",",,W","42",",,W","  190",",,W","  190",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-25","5.82",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","61",",,W","52",",,W","  140",",,W","  120",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-26","10.07",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","60","H,,S","72",",,W","51",",,W","  350",",,W","  350",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-27","16.11",",,W",,,"0.08",",,W,2400","0.0","T,,W,","0.0",",,W,","48","H,,S","51",",,W","33",",,W","  340",",,W","  340",",,W","30.0",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-28","14.54",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0","T,,W,","35","H,,S","44",",,W","27",",,W","  330",",,W","  340",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-29","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","55",",,W","25",",,W","  200",",,W","  200",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-30","10.29",",,W",,,"0.23",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","64",",,W","40",",,W","  330",",,W","  340",",,W","23.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-03-31","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","74",",,W","33",",,W","  320",",,W","  310",",,W","21.0",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-01","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","73",",,W","50",",,W","   10",",,W","   20",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-02","6.26",",,W",,,"0.14",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","59",",,W","46",",,W","  180",",,W","  130",",,W","13.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-03","10.29",",,W",,,"0.28",",,W,2400","0.0",",,W,","0.0",",,W,","63","H,,S","77",",,W","54",",,W","  190",",,W","  190",",,W","23.0",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-04","15.43",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","59",",,W","36",",,W","  340",",,W","  330",",,W","32.0",",,W","40.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-05","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","61",",,W","29",",,W","  160",",,W","  190",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-06","4.92",",,W",,,"0.38",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","65",",,W","47",",,W","  170",",,W","  190",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-07","3.36",",,W",,,"0.85",",,W,2400","0.0",",,W,","0.0",",,W,","60","H,,S","69",",,W","55",",,W","  320",",,W","  320",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-08","4.25",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","67","H,,S","81",",,W","58",",,W","  340",",,W","  150",",,W","12.1",",,W","15.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-09","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","83",",,W","54",",,W","  190",",,W","  210",",,W","23.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-10","10.29",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","70","H,,S","77",",,W","59",",,W","  200",",,W","  200",",,W","18.1",",,W","25.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-11","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","72",",,W","47",",,W","  340",",,W","  330",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-12","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","69",",,W","41",",,W","  140",",,W","  160",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-13","4.25",",,W",,,"0.22",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","62",",,W","50",",,W","  160",",,W","  150",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-14","6.26",",,W",,,"0.14",",,W,2400","0.0",",,W,","0.0",",,W,","66","H,,S","78",",,W","61",",,W","  180",",,W","  190",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-15","2.24",",,W",,,"1.32",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","61",",,W","49",",,W","  270",",,W","  270",",,W","8.9",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-16","4.03",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","58",",,W","45",",,W","  180",",,W","  170",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-17","3.13",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","74",",,W","52",",,W","  160",",,W","  210",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-18","3.36",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,","64","H,,S","74",",,W","58",",,W","  160",",,W","  150",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-19","5.37",",,W",,,"0.98",",,W,2400","0.0",",,W,","0.0",",,W,","63","H,,S","66",",,W","59",",,W","  160",",,W","  150",",,W","16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-20","10.51",",,W",,,"0.26",",,W,2400","0.0",",,W,","0.0",",,W,","63","H,,S","73",",,W","54",",,W","  180",",,W","  190",",,W","25.1",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-21","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","57","H,,S","65",",,W","44",",,W","  340",",,W","  330",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-22","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","73",",,W","37",",,W","  310",",,W","  320",",,W","31.1",",,W","42.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-23","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","64",",,W","45",",,W","  350",",,W","  360",",,W","25.1",",,W","36.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-24","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","70",",,W","42",",,W","  340",",,W","   10",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-25","8.28",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","72",",,W","50",",,W","  180",",,W","  180",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-26","8.50",",,W",,,"0.19",",,W,2400","0.0",",,W,","0.0",",,W,","60","H,,S","69",",,W","51",",,W","  340",",,W","  340",",,W","23.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-27","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","64",",,W","46",",,W","  340",",,W","  340",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-28","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","70",",,W","39",",,W","  150",",,W","  110",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-29","2.24",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","63",",,W","45",",,W","  190",",,W","  180",",,W","8.1",",,W","8.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-04-30","9.84",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","68",",,W","40",",,W","  330",",,W","  330",",,W","31.1",",,W","42.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-01","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","60",",,W","45",",,W","  340",",,W","  350",",,W","29.1",",,W","35.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-02","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","72",",,W","42",",,W","  330",",,W","  340",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-03","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","75",",,W","43",",,W","  190",",,W","  180",",,W","17.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-04","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","63","H,,S","77",",,W","49",",,W","  200",",,W","  190",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-05","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","66","H,,S","79",",,W","51",",,W","  340",",,W","  340",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-06","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","65","H,,S","80",",,W","49",",,W","  160",",,W","  160",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-07","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","66","H,,S","80",",,W","52",",,W","  170",",,W","  170",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-08","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","82",",,W","54",",,W","  340",",,W","  330",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-09","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","80",",,W","55",",,W","  120",",,W","  120",",,W","12.1",",,W","18.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-10","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","86",",,W","54",",,W","  340",",,W","  350",",,W","18.1",",,W","23.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-11","3.13",",,W",,,"0.13",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","84",",,W","60",",,W","  350",",,W","  350",",,W","17.0",",,W","23.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-12","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","70","H,,S","84",",,W","61",",,W","  340",",,W","  360",",,W","18.1",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-13","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","79",",,W","55",",,W","  330",",,W","  340",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-14","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","73",",,W","47",",,W","  160",",,W","  160",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-15","6.26",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,","67","H,,S","77",",,W","61",",,W","  180",",,W","  190",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-16","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","82",",,W","57",",,W","  170",",,W","  180",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-17","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","71","H,,S","81",",,W","62",",,W","  200",",,W","  220",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-18","2.24",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,","70","H,,S","82",",,W","62",",,W","  220",",,W","  210",",,W","14.1",",,W","17.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-19","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","72","H,,S","82",",,W","65",",,W","  340",",,W","  330",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-20","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","71","H,,S","85",",,W","55",",,W","  340",",,W","  330",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-21","10.96",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","76",",,W","53",",,W","  340",",,W","  360",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-22","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","74",",,W","50",",,W","  330",",,W","  330",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-23","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","76",",,W","44",",,W","  160",",,W","  180",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-24","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","63","H,,S","77",",,W","49",",,W","  160",",,W","  180",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-25","8.05",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","80",",,W","57",",,W","  170",",,W","  160",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-26","6.93",",,W",,,"1.13",",,W,2400","0.0",",,W,","0.0",",,W,","71","H,,S","79",",,W","64",",,W","  160",",,W","  180",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-27","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","78",",,W","60",",,W","  160",",,W","  170",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-28","3.58",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","79",",,W","63",",,W","  170",",,W","  170",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-29","4.70",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","79",",,W","61",",,W","  180",",,W","  190",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-30","4.25",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","79",",,W","60",",,W","  170",",,W","  180",",,W","15.0",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-05-31","6.04",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","82",",,W","60",",,W","  180",",,W","  240",",,W","17.0",",,W","19.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-06-01","6.04",",,W",,,"0.16",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","81",",,W","60",",,W","  190",",,W","  190",",,W","21.0",",,W","25.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-06-02","4.25",",,W",,,"0.30",",,W,2400","0.0",",,W,","0.0",",,W,","65","H,,S","79",",,W","60",",,W","  340",",,W","  350",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-06-03","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","65","H,,S","75",",,W","57",",,W","  170",",,W","  170",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-06-04","2.91",",,W",,,"0.13",",,W,2400","0.0",",,W,","0.0",",,W,","66","H,,S","76",",,W","60",",,W","  170",",,W","  170",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2015-06-05","5.37",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","81",",,W","61",",,W","  340",",,W","  330",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,
